CustomerID,Gender,Age,Tenure,ServiceType,MonthlyCharges,Contract,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,TotalCharges,Churn
729,Female,45,64,Internet,38.21976449230329,Month-to-month,Yes,Mailed check,Yes,No,Yes,No,2477.6748383973095,No
730,Male,31,19,Phone,32.56644453137924,Two year,Yes,Credit card,No,No,Yes,Yes,664.6310570503842,Yes
731,Female,66,59,Phone,74.4071133688893,One year,No,Electronic check,Yes,No,No,Yes,4431.368281500684,No
732,Female,41,14,Phone,89.737082571725,Month-to-month,Yes,Mailed check,No,No,Yes,Yes,1355.9734466684704,No
733,Male,48,13,Internet,115.49880481625318,Month-to-month,Yes,Electronic check,No,No,Yes,Yes,1550.4312540528658,No
734,Female,23,30,Internet,57.15344084564789,Two year,Yes,Bank transfer,Yes,Yes,Yes,Yes,1762.1207384802642,No
735,Male,57,10,Phone,54.65568522036966,Two year,No,Bank transfer,Yes,Yes,No,Yes,643.9310798687429,No
736,Male,51,47,Internet,71.58542979015846,Month-to-month,Yes,Mailed check,Yes,No,Yes,Yes,3463.0053566270776,No
737,Male,67,61,Internet,88.49379367067088,Month-to-month,No,Credit card,No,Yes,No,Yes,5402.156946580333,No
738,Male,52,30,Both,76.60237771153032,One year,Yes,Bank transfer,No,Yes,No,Yes,2363.2542343004798,No
739,Female,46,25,Internet,92.3030693332596,Month-to-month,No,Electronic check,No,No,Yes,No,2396.5919842087014,Yes
740,Male,19,60,Phone,58.03149371124904,Month-to-month,Yes,Bank transfer,Yes,No,Yes,No,3535.345968739555,Yes
741,Male,22,16,Phone,106.21976301852416,Month-to-month,No,Bank transfer,Yes,No,No,Yes,1751.2244714117705,Yes
742,Female,39,55,Internet,38.29755935839597,One year,No,Credit card,Yes,Yes,No,No,2178.7731499934594,No
743,Male,26,33,Internet,51.5904642828328,Two year,Yes,Electronic check,No,No,No,Yes,1785.004311401473,No
744,Male,68,12,Phone,97.36776637703174,Month-to-month,Yes,Mailed check,Yes,Yes,Yes,Yes,1260.682441259891,No
745,Male,51,16,Phone,53.56722539793957,Month-to-month,No,Bank transfer,Yes,No,No,Yes,866.9831273559697,Yes
746,Female,53,26,Internet,86.81546023700152,One year,No,Bank transfer,Yes,Yes,No,No,2334.0710636086887,No
747,Male,66,22,Internet,48.77976092729607,Month-to-month,No,Bank transfer,Yes,No,Yes,No,1112.2444929767016,No
748,Female,53,23,Both,38.710434243329274,Two year,No,Credit card,No,Yes,No,No,896.3979934172828,No
749,Male,43,31,Phone,50.07325639531537,One year,No,Bank transfer,No,Yes,No,Yes,1622.6283286185758,No
750,Male,23,42,Internet,108.699329703788,One year,Yes,Bank transfer,No,No,Yes,No,4575.007119838026,No
751,Male,19,10,Internet,66.0883128691712,Month-to-month,No,Mailed check,Yes,No,No,No,741.3953315393761,No
752,Male,53,53,Internet,42.54151537382285,Month-to-month,Yes,Mailed check,No,No,Yes,No,2275.2728901614087,No
753,Female,25,44,Phone,52.1438589165044,Two year,Yes,Electronic check,Yes,No,No,No,2305.8307110147603,No
754,Female,19,51,Both,20.277095662568193,One year,Yes,Mailed check,No,Yes,No,Yes,1100.7798552374538,Yes
755,Female,19,17,Internet,95.58082877570287,One year,No,Electronic check,No,Yes,Yes,No,1712.2301399815622,Yes
756,Male,25,65,Both,42.567745243280186,One year,No,Mailed check,No,No,Yes,No,2837.075306228517,No
757,Male,43,27,Phone,79.79210402705024,One year,No,Electronic check,Yes,Yes,No,No,2197.081225718853,No
758,Female,54,8,Both,22.510953817714313,One year,No,Electronic check,Yes,No,Yes,No,246.76998363477523,No
759,Female,31,55,Both,103.44984319735175,Two year,No,Bank transfer,Yes,No,No,Yes,5716.894534240193,No
760,Male,62,59,Both,38.744475363635516,Two year,Yes,Credit card,Yes,No,No,Yes,2367.6891884251386,No
761,Female,68,58,Phone,20.476837776426997,Two year,No,Electronic check,Yes,Yes,Yes,No,1189.5002773298354,No
762,Female,45,59,Phone,50.118780836542555,One year,No,Credit card,Yes,Yes,No,Yes,3020.422742874657,No
763,Male,50,14,Internet,112.04871188372718,Two year,Yes,Bank transfer,No,No,Yes,No,1634.1577086821728,No
764,Female,61,19,Internet,46.26142180446358,One year,No,Electronic check,No,No,Yes,Yes,972.0250619742474,No
765,Female,37,18,Internet,70.34788381179114,Two year,No,Electronic check,Yes,Yes,Yes,Yes,1318.0274189920221,No
766,Male,52,43,Both,60.722984435770435,Month-to-month,No,Credit card,No,Yes,No,No,2682.4745497345643,No
767,Female,63,45,Both,49.424925833208675,Month-to-month,Yes,Bank transfer,Yes,No,No,No,2310.31174562216,No
768,Male,54,71,Both,112.73535786015708,One year,Yes,Credit card,No,No,No,No,8032.943755239223,No
769,Female,34,47,Phone,98.89949080537266,Two year,No,Credit card,Yes,Yes,No,No,4713.8537477802365,No
770,Female,66,55,Internet,96.19133153738572,Month-to-month,No,Mailed check,No,Yes,No,Yes,5365.991591991113,No
771,Male,60,51,Phone,72.61071244812398,One year,No,Mailed check,No,Yes,No,No,3723.0333431299205,Yes
772,Male,61,44,Both,102.48616737298372,Month-to-month,No,Mailed check,Yes,No,No,No,4593.750899467653,No
773,Male,21,66,Internet,65.84286582112537,Month-to-month,Yes,Bank transfer,No,Yes,No,Yes,4403.041269895561,No
774,Male,26,7,Phone,66.51895504715557,One year,No,Bank transfer,No,No,No,Yes,521.6988056736882,Yes
775,Female,37,48,Internet,69.37740634134637,Month-to-month,Yes,Mailed check,Yes,Yes,Yes,Yes,3365.8900563156053,Yes
776,Female,64,45,Internet,43.6910225224571,Month-to-month,Yes,Bank transfer,No,No,Yes,No,1975.632315241025,Yes
777,Male,18,10,Internet,112.36518593869899,One year,Yes,Bank transfer,Yes,Yes,No,No,1192.8680847819282,No
778,Male,38,4,Both,45.87506748785492,One year,Yes,Mailed check,Yes,No,No,Yes,220.62739736959446,No
779,Female,50,10,Both,39.815949993946504,One year,Yes,Mailed check,Yes,Yes,No,Yes,450.48276046263385,Yes
780,Female,52,35,Internet,44.37517933315853,Month-to-month,No,Mailed check,No,Yes,Yes,Yes,1651.2731043987424,No
781,Male,61,2,Both,101.7352116565939,Two year,Yes,Credit card,Yes,No,No,No,231.30204444430484,Yes
782,Male,23,39,Phone,96.85456376763617,One year,Yes,Mailed check,Yes,Yes,Yes,No,3790.5641141456463,No
783,Male,39,51,Phone,62.71068084560682,Two year,Yes,Mailed check,Yes,Yes,No,Yes,3212.202596363223,No
784,Female,42,14,Phone,21.37819046245825,Two year,No,Credit card,No,No,Yes,Yes,336.66328199404757,No
785,Male,20,47,Both,117.57350332508857,Month-to-month,No,Mailed check,No,No,Yes,No,5617.831554659885,No
786,Female,25,38,Internet,33.253097749036336,One year,Yes,Bank transfer,No,Yes,No,No,1298.3422567848531,No
787,Male,62,7,Phone,105.14226765922393,Month-to-month,Yes,Bank transfer,No,No,No,No,740.7856527724776,No
788,Male,29,44,Phone,98.17230866307524,One year,Yes,Electronic check,Yes,Yes,No,Yes,4389.831400747267,Yes
789,Female,69,2,Both,113.8075781711365,One year,Yes,Credit card,Yes,No,Yes,Yes,300.92144278469334,Yes
790,Male,46,49,Both,97.33985390852888,Two year,No,Bank transfer,Yes,Yes,Yes,Yes,4849.5523825459095,No
791,Male,49,18,Both,53.13715908270286,Month-to-month,No,Electronic check,Yes,No,No,Yes,1008.0180206016223,No
792,Male,19,20,Internet,43.19140434141694,Two year,Yes,Mailed check,No,No,Yes,No,921.2166175461967,Yes
793,Female,34,20,Internet,57.769082040641486,Month-to-month,No,Electronic check,No,Yes,Yes,Yes,1210.4210152202506,No
794,Female,68,66,Both,40.30871705166746,Two year,Yes,Credit card,No,Yes,No,No,2705.0299087596636,No
795,Male,36,28,Phone,91.95747477449508,One year,Yes,Mailed check,No,No,No,Yes,2629.704019673878,No
796,Male,32,36,Both,102.65186324941105,One year,Yes,Credit card,Yes,No,No,No,3756.8595210853146,No
797,Male,39,10,Phone,84.6438892397248,One year,No,Electronic check,No,No,No,No,847.6036283791484,No
798,Female,65,14,Both,38.60927313091021,Month-to-month,No,Bank transfer,No,Yes,Yes,Yes,639.0129981729514,No
799,Male,65,54,Internet,23.738471102864573,One year,Yes,Mailed check,Yes,Yes,Yes,Yes,1324.857804215435,No
800,Male,23,71,Phone,78.04012668569645,Month-to-month,No,Mailed check,Yes,Yes,No,No,5600.8788516557115,No
801,Female,51,11,Internet,66.26731050796135,Two year,No,Bank transfer,Yes,Yes,Yes,Yes,747.5720664824919,No
802,Male,60,44,Phone,39.97039281990324,Two year,No,Electronic check,No,No,No,No,1832.7510688092311,Yes
803,Female,20,6,Phone,56.80839022202911,Two year,No,Credit card,Yes,Yes,No,Yes,381.08070273774143,No
804,Male,45,41,Both,74.14662556089533,One year,Yes,Bank transfer,Yes,Yes,No,No,3079.053446792732,No
805,Male,58,16,Phone,83.29171122765796,Month-to-month,No,Bank transfer,Yes,No,Yes,Yes,1395.8126456318832,No
806,Female,37,15,Both,67.66437775428183,One year,Yes,Mailed check,No,Yes,Yes,Yes,1017.7838242057376,No
807,Female,33,1,Internet,117.13928217354079,One year,Yes,Mailed check,Yes,No,No,No,142.72382321623715,No
808,Male,25,36,Both,24.622640047085603,One year,Yes,Electronic check,No,Yes,Yes,Yes,975.2668131987523,No
809,Male,62,15,Internet,85.82079130268984,Month-to-month,Yes,Bank transfer,Yes,No,No,No,1361.1220867111904,No
810,Female,47,7,Internet,110.95579017878256,Month-to-month,Yes,Mailed check,Yes,No,Yes,No,843.8909371045357,No
811,Female,53,4,Both,43.6564211113225,One year,No,Mailed check,No,No,No,Yes,217.62329466221377,No
812,Female,51,69,Phone,41.37071880691377,One year,Yes,Electronic check,Yes,No,No,No,2882.891963830113,Yes
813,Male,66,28,Internet,96.22328074825822,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Yes,2776.225448031371,No
814,Male,67,68,Phone,68.6373794105236,One year,Yes,Electronic check,Yes,No,No,No,4736.551346191656,No
815,Male,34,35,Internet,119.2177506697882,Month-to-month,No,Credit card,No,No,Yes,No,4233.664959311388,No
816,Male,42,42,Internet,78.91236204917122,Two year,Yes,Bank transfer,No,Yes,Yes,No,3315.2898924964566,No
817,Male,23,14,Internet,112.34419334879928,Two year,Yes,Credit card,No,No,No,Yes,1593.42118231317,No
818,Female,69,18,Both,21.22105196634219,One year,No,Electronic check,No,No,Yes,No,406.030177457904,Yes
819,Male,60,41,Both,35.45396204757051,Month-to-month,Yes,Credit card,No,Yes,Yes,No,1455.9523290491238,Yes
820,Male,37,39,Internet,88.44190447515896,Month-to-month,Yes,Bank transfer,No,Yes,No,Yes,3488.6568389679,No
821,Male,35,43,Both,61.6466369897446,One year,Yes,Bank transfer,Yes,No,No,No,2727.8087444145917,No
822,Male,63,68,Both,103.59645694289803,One year,No,Credit card,No,No,No,No,7081.833856148611,No
823,Male,50,28,Internet,62.88980925565181,Month-to-month,No,Credit card,No,Yes,Yes,Yes,1811.9516387536967,No
824,Female,40,61,Internet,91.29966963549856,Two year,Yes,Bank transfer,Yes,No,No,Yes,5610.1364005670775,Yes
825,Female,51,16,Both,76.61600170334582,One year,Yes,Mailed check,No,No,No,No,1245.041239962813,No
826,Female,56,35,Both,31.990356732862285,Month-to-month,No,Credit card,No,No,Yes,No,1204.862033117939,No
827,Female,27,51,Internet,91.79512067070324,Two year,No,Electronic check,Yes,Yes,Yes,No,4776.46012375274,No
828,Female,23,45,Both,90.6371801347698,One year,Yes,Bank transfer,Yes,Yes,No,No,4157.734173499166,Yes
829,Male,30,53,Internet,31.57181512132147,Two year,Yes,Mailed check,Yes,No,Yes,Yes,1711.6693581425268,Yes
830,Male,60,26,Phone,76.1911457807729,Two year,No,Bank transfer,No,No,No,No,2064.489447234009,No
831,Female,34,45,Internet,53.56500175487184,One year,Yes,Electronic check,Yes,No,No,Yes,2495.6649218596212,Yes
832,Female,35,6,Internet,65.88497820457755,Month-to-month,No,Electronic check,No,No,No,Yes,416.8261009425832,Yes
833,Female,22,69,Internet,62.2758693030776,Month-to-month,No,Bank transfer,Yes,Yes,Yes,Yes,4324.226126816646,No
834,Female,43,33,Phone,30.47744042491886,Month-to-month,No,Electronic check,Yes,No,Yes,No,1039.220466323862,No
835,Female,32,42,Internet,35.802298629127975,Two year,Yes,Mailed check,Yes,No,No,No,1576.1357544689995,No
836,Female,63,30,Internet,28.68086161436502,Two year,No,Mailed check,No,Yes,No,No,885.4396443477347,No
837,Female,35,14,Internet,39.244701360336194,Two year,Yes,Electronic check,No,No,No,No,593.5101821009422,Yes
838,Female,47,10,Phone,105.24443864977455,One year,Yes,Bank transfer,Yes,No,No,No,1055.4534801223356,No
839,Male,24,55,Phone,22.45226492629329,One year,No,Bank transfer,No,No,No,No,1279.9476306595968,No
840,Male,46,9,Both,63.1617250286856,One year,No,Bank transfer,No,No,Yes,Yes,584.3333773817986,No
841,Male,28,26,Phone,100.09363887030906,Two year,No,Mailed check,Yes,Yes,No,No,2616.727632349445,No
842,Female,23,34,Internet,30.02582045273901,One year,No,Credit card,Yes,Yes,No,No,1047.0594917065848,Yes
843,Female,54,18,Internet,42.771359015896465,One year,Yes,Credit card,No,Yes,Yes,Yes,844.3381858131111,No
844,Female,54,48,Both,92.74397075582868,Two year,No,Electronic check,No,Yes,Yes,Yes,4494.579725906167,No
845,Female,38,17,Both,84.75524325933526,Two year,No,Mailed check,Yes,No,Yes,No,1507.984002634857,No
846,Male,68,50,Internet,76.30238367151661,Two year,Yes,Electronic check,Yes,No,Yes,No,3906.3068615451725,No
847,Male,68,63,Both,37.16408166281808,Month-to-month,Yes,Electronic check,Yes,No,Yes,No,2403.1530172254174,No
848,Female,40,38,Phone,99.45310119658656,One year,No,Mailed check,No,No,Yes,No,3834.1980088782634,Yes
849,Male,28,10,Internet,34.1414111881296,One year,No,Mailed check,Yes,Yes,No,No,394.3636189978502,No
850,Female,61,47,Internet,33.47978947230642,Two year,No,Electronic check,Yes,No,Yes,Yes,1634.9168143853117,No
851,Female,48,13,Phone,99.50350443033544,Two year,No,Credit card,Yes,No,Yes,Yes,1382.7195532769426,No
852,Female,32,23,Internet,56.92233278840753,Month-to-month,No,Credit card,No,Yes,Yes,Yes,1385.1733068091844,No
853,Female,69,57,Internet,51.261711592334684,One year,Yes,Bank transfer,No,No,No,No,2990.8262910216117,No
854,Female,66,46,Phone,47.86720513102364,Two year,No,Credit card,No,Yes,No,Yes,2226.458753704704,Yes
855,Male,19,34,Both,52.497210636760144,Month-to-month,Yes,Electronic check,No,Yes,No,No,1828.2588198212254,No
856,Male,58,63,Internet,54.05875997076052,One year,No,Mailed check,No,No,No,Yes,3447.550708111278,No
857,Male,25,5,Phone,89.63676936065396,Two year,Yes,Electronic check,Yes,No,Yes,Yes,546.8288235555308,No
858,Male,23,70,Phone,44.02622011512725,One year,No,Electronic check,No,Yes,Yes,Yes,3083.002982340052,No
859,Female,33,42,Both,52.532645347390485,Month-to-month,Yes,Electronic check,No,No,No,Yes,2287.9847686394896,No
860,Male,59,13,Both,97.62115084700662,One year,No,Mailed check,Yes,Yes,No,No,1323.0443372465515,No
861,Male,50,1,Internet,111.31505733137121,Month-to-month,No,Bank transfer,Yes,Yes,Yes,Yes,203.82771862631756,No
862,Male,41,70,Phone,81.28359702284322,Two year,No,Credit card,No,No,No,Yes,5753.9868038048835,No
863,Male,32,23,Internet,30.511822946280702,Month-to-month,Yes,Bank transfer,Yes,Yes,Yes,No,728.8883921885279,Yes
864,Female,52,50,Phone,74.15846607086229,Two year,No,Credit card,No,No,Yes,Yes,3717.083987096326,Yes
865,Female,47,66,Phone,82.77788742244063,Month-to-month,No,Bank transfer,Yes,No,Yes,Yes,5526.879501774683,No
866,Female,69,11,Internet,51.405269700694745,One year,Yes,Mailed check,No,Yes,Yes,No,647.4019284436604,No
867,Female,43,71,Internet,102.80003729268972,Two year,No,Mailed check,Yes,Yes,No,No,7302.016654138961,No
868,Female,22,17,Phone,98.20788107571781,Month-to-month,Yes,Bank transfer,Yes,Yes,Yes,Yes,1695.8639471204474,Yes
869,Male,18,28,Phone,77.530670672029,One year,No,Electronic check,No,No,Yes,Yes,2234.9573371266665,No
870,Female,44,39,Internet,34.50155894271119,One year,Yes,Credit card,Yes,Yes,Yes,No,1435.717808312661,Yes
871,Male,38,42,Both,89.73814656840916,Month-to-month,No,Electronic check,Yes,Yes,No,Yes,3809.3312358771213,No
872,Male,23,71,Phone,109.53486638415221,One year,Yes,Mailed check,No,Yes,No,Yes,7789.029392027421,No
873,Female,42,39,Both,45.010110977323635,Two year,No,Mailed check,No,Yes,Yes,Yes,1820.2410370375096,No
874,Female,35,35,Internet,115.86858956840082,One year,No,Electronic check,Yes,No,Yes,Yes,4071.773243332885,Yes
875,Female,22,41,Both,97.13023970302835,One year,No,Mailed check,No,No,Yes,No,4072.500003347191,No
876,Female,50,41,Both,50.03215747791124,Month-to-month,Yes,Mailed check,No,No,No,No,2139.6450564809766,No
877,Female,67,28,Phone,81.68211241115817,Two year,No,Credit card,No,Yes,No,Yes,2294.4552536425617,No
878,Male,35,37,Phone,50.784793208069445,Month-to-month,No,Electronic check,Yes,Yes,No,Yes,1954.4327960403123,No
879,Male,26,60,Both,29.946787609389407,Two year,Yes,Bank transfer,No,No,No,Yes,1830.7095967348225,No
880,Female,27,28,Phone,102.41486696206854,Two year,No,Electronic check,Yes,No,No,Yes,2867.910333160918,Yes
881,Male,54,57,Both,86.58070345090323,One year,No,Bank transfer,Yes,No,Yes,No,4987.639270523922,Yes
882,Male,49,59,Both,81.40006512807219,One year,No,Bank transfer,Yes,No,Yes,Yes,4881.797773583177,No
883,Female,48,32,Internet,34.21728807132334,One year,Yes,Bank transfer,Yes,Yes,Yes,No,1117.6957963470645,Yes
884,Female,27,49,Both,57.737711316979706,One year,Yes,Electronic check,No,No,No,No,2880.7820519767974,Yes
885,Female,62,4,Internet,107.66360800049111,Month-to-month,Yes,Credit card,No,Yes,No,Yes,433.63279544550085,No
886,Male,66,65,Phone,36.33044607769063,Month-to-month,No,Credit card,Yes,Yes,Yes,No,2381.788421273165,No
887,Male,53,38,Both,24.79028869971185,Two year,No,Mailed check,No,No,Yes,Yes,968.0510976998368,No
888,Female,50,40,Internet,39.11514768901753,One year,No,Electronic check,Yes,Yes,No,No,1575.1614673077747,No
889,Female,32,13,Internet,45.0180007174864,Two year,No,Electronic check,No,Yes,Yes,Yes,669.5645761970139,No
890,Male,41,48,Internet,98.36425237658834,Month-to-month,Yes,Mailed check,Yes,Yes,No,Yes,4778.70933872288,No
891,Male,50,58,Both,84.81414711893314,One year,Yes,Electronic check,Yes,No,No,Yes,4998.614959009464,No
892,Male,46,22,Phone,21.734274680649218,One year,Yes,Mailed check,Yes,No,Yes,No,500.0174923696688,No
893,Female,61,13,Both,21.728965274119666,One year,No,Mailed check,No,Yes,No,No,310.6833017376484,Yes
894,Female,51,18,Phone,76.68964288000555,Month-to-month,Yes,Bank transfer,Yes,Yes,Yes,Yes,1452.1133743411442,No
895,Male,68,40,Internet,83.32924423782887,Two year,No,Mailed check,No,Yes,No,No,3359.513594922546,No
896,Female,64,32,Both,32.542188091555396,One year,Yes,Bank transfer,No,No,Yes,Yes,1112.741749095012,No
897,Male,62,30,Internet,81.04621520835593,One year,No,Bank transfer,No,No,Yes,No,2505.0624435369177,No
898,Female,26,56,Phone,44.03519104195401,Two year,Yes,Mailed check,No,No,No,Yes,2475.3172064010623,Yes
899,Male,55,66,Internet,53.67213424605472,Two year,No,Mailed check,No,Yes,No,No,3616.5269699218325,No
900,Female,20,38,Internet,60.88315803843413,Two year,No,Mailed check,Yes,Yes,Yes,No,2316.5178957964563,No
901,Female,35,1,Phone,31.619479623427964,One year,No,Mailed check,Yes,No,Yes,No,109.38636316599202,No
902,Female,33,24,Phone,116.3093605444955,One year,Yes,Mailed check,Yes,Yes,Yes,No,2800.4185471562973,No
903,Female,21,14,Internet,117.3764453627561,One year,Yes,Credit card,No,Yes,Yes,Yes,1647.9249956128926,No
904,Male,39,9,Phone,64.50016890894074,Two year,No,Electronic check,Yes,No,No,Yes,633.9007860780221,Yes
905,Male,66,54,Both,45.74664780802747,One year,No,Mailed check,No,Yes,Yes,No,2518.371884992933,No
906,Male,68,14,Both,115.85944465253112,Month-to-month,No,Credit card,Yes,No,Yes,Yes,1698.8332974733135,No
907,Female,47,9,Phone,101.80573965471908,One year,Yes,Bank transfer,No,No,Yes,Yes,939.4210695971539,No
908,Female,55,7,Both,92.42286055582319,Two year,Yes,Credit card,No,Yes,No,No,739.8473391015382,No
909,Female,40,28,Internet,66.18117872776392,Month-to-month,No,Credit card,Yes,Yes,Yes,Yes,1935.0446376800273,No
910,Female,36,38,Phone,61.05787014411722,Two year,No,Electronic check,Yes,No,No,No,2360.9457801961003,Yes
911,Male,25,36,Both,97.93492722768518,One year,Yes,Mailed check,No,No,Yes,No,3621.2985450028254,No
912,Male,67,41,Phone,71.96136777646267,Month-to-month,Yes,Credit card,No,Yes,Yes,No,2976.893262759244,No
913,Male,44,27,Both,86.0582138820808,One year,No,Credit card,No,Yes,Yes,No,2348.7241863804047,No
914,Male,22,58,Phone,76.6192981608412,Two year,No,Mailed check,No,Yes,Yes,No,4472.893607314969,No
915,Male,63,46,Internet,91.21854071513629,One year,Yes,Bank transfer,No,Yes,No,No,4258.04182528025,No
916,Male,43,59,Internet,29.410500407840097,One year,No,Bank transfer,Yes,Yes,No,Yes,1754.7142901423513,No
917,Female,44,24,Phone,57.76210926357868,Two year,Yes,Electronic check,No,No,No,No,1474.6255243108048,No
918,Female,69,19,Both,36.70891885098651,Two year,No,Electronic check,Yes,No,No,Yes,758.0984529913432,No
919,Male,65,16,Both,44.20439000235356,One year,No,Mailed check,No,Yes,No,Yes,801.997456724043,Yes
920,Female,37,65,Phone,40.08242765381808,Two year,Yes,Electronic check,No,Yes,Yes,Yes,2694.80328889385,No
921,Male,32,4,Both,70.33222993038652,One year,Yes,Electronic check,No,No,Yes,Yes,330.9063816320478,No
922,Male,36,21,Both,21.89929885099187,One year,No,Credit card,Yes,Yes,Yes,Yes,491.66869591177147,No
923,Female,50,48,Phone,116.39676020084441,Month-to-month,Yes,Credit card,No,Yes,Yes,No,5676.89448600167,No
924,Male,45,63,Both,71.89638264095711,One year,Yes,Mailed check,No,Yes,Yes,Yes,4625.885709920167,No
925,Female,54,25,Internet,25.2571514204389,One year,Yes,Electronic check,No,Yes,No,No,717.9281033725597,No
926,Male,56,41,Both,88.20538403617591,Two year,No,Bank transfer,Yes,No,Yes,No,3689.76366356367,No
927,Male,38,10,Phone,46.88880500978765,Month-to-month,Yes,Mailed check,Yes,Yes,Yes,No,507.63415449819445,No
928,Male,62,42,Phone,30.676759258842985,Month-to-month,No,Credit card,No,No,No,No,1346.7191689730364,No
929,Male,21,20,Phone,103.03036859749949,Month-to-month,No,Mailed check,Yes,No,No,No,2154.161396325835,No
930,Female,36,68,Internet,39.79076029143242,One year,No,Credit card,No,Yes,No,No,2772.4955623175438,No
931,Male,31,67,Both,30.475426885963135,Month-to-month,No,Credit card,Yes,Yes,No,Yes,2071.444177255605,No
932,Male,69,25,Phone,25.6906452603832,Month-to-month,Yes,Mailed check,No,Yes,No,Yes,695.468300037035,No
933,Female,67,36,Phone,92.8557743534167,Two year,Yes,Electronic check,Yes,No,No,No,3439.767994345806,No
934,Female,49,47,Phone,85.5271247322768,Two year,No,Mailed check,No,No,Yes,Yes,4047.7880880807065,No
935,Male,51,33,Both,20.819914058607406,One year,Yes,Bank transfer,Yes,No,No,Yes,763.7641335566552,No
936,Male,36,35,Both,42.14805404483037,One year,Yes,Electronic check,Yes,Yes,Yes,Yes,1559.404875198617,No
937,Female,30,43,Both,90.46820311167495,One year,No,Credit card,No,No,No,Yes,3943.0679893543943,Yes
938,Male,65,38,Both,35.21408547039523,Two year,Yes,Bank transfer,No,Yes,Yes,Yes,1340.2543492672373,No
939,Female,45,56,Both,77.67507831261645,Month-to-month,Yes,Electronic check,No,No,No,No,4444.6086809333065,No
940,Male,57,36,Both,41.31564667521073,Month-to-month,Yes,Credit card,No,No,No,No,1555.2081026074507,No
941,Female,52,66,Phone,64.92342848107873,Month-to-month,Yes,Bank transfer,No,No,No,No,4364.596925262976,No
942,Male,25,21,Internet,106.7423061801781,Two year,Yes,Mailed check,Yes,Yes,Yes,Yes,2318.9963386381996,No
943,Female,48,47,Phone,50.259642730098605,Two year,Yes,Mailed check,No,No,No,Yes,2432.7753785314185,No
944,Female,63,63,Internet,88.59723899252313,Two year,Yes,Electronic check,Yes,Yes,Yes,No,5632.098340945482,No
945,Female,34,63,Phone,63.82812327828012,Two year,No,Mailed check,No,Yes,Yes,No,4026.6105321380473,No
946,Male,19,31,Phone,29.61552543014883,Month-to-month,Yes,Electronic check,No,No,No,No,1015.685443068219,No
947,Female,42,52,Internet,56.06349936518009,Month-to-month,Yes,Mailed check,No,Yes,No,Yes,2978.1594692564718,No
948,Male,34,5,Phone,104.12800663481076,Two year,Yes,Electronic check,No,Yes,No,Yes,595.7015499266054,Yes
949,Female,63,69,Internet,117.30462422682282,Two year,Yes,Electronic check,No,No,Yes,No,8118.909421725295,No
950,Female,45,7,Internet,104.50816706160053,Month-to-month,Yes,Bank transfer,No,Yes,No,Yes,738.179180049049,No
951,Male,55,42,Internet,36.22283907735507,One year,Yes,Mailed check,Yes,No,No,No,1539.281364645878,No
952,Male,68,4,Phone,54.55092984490846,One year,No,Bank transfer,No,Yes,No,Yes,255.44939845278995,No
953,Male,42,40,Both,103.11881586067501,Two year,Yes,Mailed check,Yes,Yes,Yes,Yes,4127.321174072085,Yes
954,Female,66,28,Phone,75.38959343957654,Two year,No,Mailed check,Yes,Yes,No,Yes,2148.719855954028,No
955,Female,30,14,Phone,97.61857971144082,One year,Yes,Mailed check,No,No,Yes,Yes,1373.9455432815118,No
956,Male,22,45,Internet,97.778326661679,Two year,Yes,Bank transfer,No,No,Yes,No,4463.488001362298,No
957,Male,66,1,Internet,27.10879006301196,One year,No,Credit card,Yes,No,No,Yes,58.414573604675205,No
958,Male,69,1,Both,54.24065656010231,Month-to-month,Yes,Bank transfer,Yes,No,Yes,Yes,122.1683770120407,No
959,Male,64,1,Internet,67.90215054529672,Month-to-month,Yes,Bank transfer,No,No,Yes,Yes,127.24805291277261,No
960,Male,58,12,Both,114.5224721580388,Two year,Yes,Mailed check,No,No,No,No,1400.9424109476902,No
961,Male,32,30,Phone,109.82288010160042,One year,Yes,Electronic check,No,No,No,Yes,3334.126779637238,No
962,Female,67,6,Internet,62.30319829312198,Two year,No,Mailed check,No,Yes,Yes,No,444.3687260118093,No
963,Male,28,70,Phone,29.566592748691505,Two year,No,Mailed check,Yes,Yes,Yes,Yes,2130.1285705305118,No
964,Male,45,58,Both,60.45422868803817,Month-to-month,Yes,Electronic check,Yes,No,No,Yes,3524.8744811286097,No
965,Male,32,31,Both,73.59033326412808,One year,No,Mailed check,Yes,Yes,No,Yes,2341.0474918331283,No
966,Male,56,19,Both,110.43971913990313,One year,No,Credit card,Yes,Yes,No,Yes,2142.4035603592242,No
967,Female,31,17,Phone,49.487926714121706,Two year,Yes,Bank transfer,No,Yes,No,No,928.34119464727,Yes
968,Male,22,10,Both,50.886414566898736,Month-to-month,No,Bank transfer,No,Yes,Yes,Yes,509.78244668380205,No
969,Male,40,10,Both,82.7183234547841,One year,Yes,Bank transfer,Yes,Yes,No,No,914.7010494485974,Yes
970,Male,33,65,Phone,70.5191555071379,One year,Yes,Credit card,No,No,Yes,Yes,4654.122949399593,No
971,Female,47,29,Phone,39.58689590588065,Two year,No,Bank transfer,Yes,No,No,Yes,1192.7048194339986,Yes
972,Female,32,59,Both,34.472724884257936,Month-to-month,Yes,Electronic check,No,Yes,Yes,No,2106.864910469371,No
